Fecha,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
03/08/2022,76,nr,nr,106,nr,nr,128,120,nr,nr,94,nr,125,nr,113,132,129,nr,53,129,nr,103,98,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
04/08/2022,72,nr,nr,73,nr,nr,83,107,nr,nr,75,nr,88,nr,68,77,73,nr,71,88,nr,66,65,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
05/08/2022,67,nr,nr,73,nr,nr,77,95,nr,nr,81,nr,100,nr,80,80,76,nr,89,86,nr,67,66,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
06/08/2022,62,nr,nr,75,nr,nr,90,109,nr,nr,91,nr,98,nr,77,87,80,nr,72,95,nr,68,62,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
07/08/2022,39,nr,nr,50,nr,nr,67,85,nr,nr,88,nr,69,nr,52,64,64,nr,54,84,nr,42,44,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
08/08/2022,43,nr,nr,46,nr,nr,50,71,nr,nr,58,nr,56,nr,43,53,49,nr,49,55,nr,42,41,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
09/08/2022,67,nr,nr,74,nr,nr,87,94,nr,nr,60,nr,76,nr,77,82,82,nr,35,77,nr,74,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
10/08/2022,57,nr,nr,60,nr,nr,81,102,nr,nr,90,nr,93,nr,69,72,68,nr,80,85,nr,57,53,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
11/08/2022,44,nr,nr,55,nr,nr,61,92,nr,nr,73,nr,80,nr,58,60,53,nr,71,75,nr,48,44,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
12/08/2022,45,nr,nr,57,nr,nr,71,91,nr,nr,14,nr,85,nr,59,61,59,nr,71,71,nr,48,48,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
13/08/2022,60,nr,nr,69,nr,nr,nr,105,nr,nr,81,nr,107,63,88,70,76,nr,64,84,nr,70,65,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
14/08/2022,69,nr,nr,75,nr,nr,nr,92,nr,nr,54,nr,87,67,66,79,83,nr,31,84,nr,66,65,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
15/08/2022,49,nr,nr,47,nr,nr,nr,50,nr,nr,36,nr,41,62,24,64,67,nr,28,56,nr,64,56,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
16/08/2022,53,nr,nr,9,nr,nr,nr,65,nr,nr,20,nr,56,67,59,62,68,nr,26,56,nr,49,59,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/08/2022,74,nr,nr,nr,nr,nr,nr,89,nr,nr,50,nr,85,77,83,90,87,nr,34,75,nr,62,73,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/08/2022,70,nr,nr,nr,nr,nr,77,93,nr,nr,74,nr,85,70,72,77,71,nr,65,84,nr,63,60,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
19/08/2022,nr,nr,nr,72,nr,nr,85,90,nr,nr,79,nr,86,75,76,90,82,nr,65,83,nr,74,68,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/08/2022,nr,nr,nr,53,nr,nr,48,45,nr,nr,nr,nr,38,65,45,45,51,nr,32,46,nr,43,43,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/08/2022,nr,nr,nr,68,nr,nr,67,80,nr,nr,nr,nr,62,69,55,73,71,nr,42,79,nr,55,50,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/08/2022,nr,nr,nr,71,nr,nr,88,104,nr,nr,nr,nr,87,63,73,88,87,nr,79,98,nr,68,62,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/08/2022,nr,nr,nr,67,nr,nr,54,43,nr,nr,nr,nr,42,66,48,51,49,nr,37,47,nr,48,47,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/08/2022,nr,nr,nr,70,nr,nr,88,105,nr,nr,nr,nr,53,67,67,83,78,nr,81,89,nr,44,66,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/08/2022,48,nr,nr,52,nr,nr,67,101,nr,nr,nr,nr,nr,53,59,63,60,nr,68,nr,nr,48,53,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/08/2022,53,nr,nr,72,nr,nr,79,82,nr,nr,64,nr,71,63,66,73,76,nr,63,69,nr,54,56,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/08/2022,74,nr,nr,66,nr,nr,102,108,nr,nr,55,nr,90,64,68,99,103,nr,52,101,nr,72,80,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/08/2022,63,nr,nr,88,nr,nr,90,109,nr,nr,64,nr,85,86,76,81,81,nr,68,93,nr,73,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/08/2022,68,nr,nr,88,nr,nr,92,89,nr,nr,40,nr,89,73,79,75,80,nr,57,96,nr,68,70,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/08/2022,54,nr,nr,80,nr,nr,73,65,nr,nr,39,nr,75,nr,73,20,72,nr,29,71,nr,59,65,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
31/08/2022,59,100,nr,73,nr,nr,83,94,nr,nr,71,nr,85,68,nr,80,77,nr,74,69,nr,62,62,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
01/09/2022,39,83,nr,46,nr,66,53,76,nr,nr,51,nr,58,41,38,48,46,nr,49,56,nr,36,34,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
02/09/2022,36,57,nr,38,nr,45,38,53,nr,nr,40,nr,45,39,39,41,39,nr,40,41,nr,33,31,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
03/09/2022,31,41,nr,31,nr,36,33,40,nr,nr,31,nr,34,31,30,35,34,nr,27,36,nr,28,27,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
04/09/2022,35,59,nr,35,nr,53,51,65,nr,nr,55,nr,51,33,41,59,48,nr,39,52,nr,33,34,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
05/09/2022,32,30,nr,38,nr,27,30,28,nr,nr,24,nr,29,43,29,37,20,nr,24,18,nr,31,26,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
06/09/2022,42,69,nr,47,nr,54,46,57,nr,nr,nr,nr,54,56,45,65,52,nr,35,58,nr,44,42,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
07/09/2022,43,60,nr,38,nr,56,55,60,nr,nr,nr,nr,39,38,36,52,54,nr,26,62,nr,38,42,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
08/09/2022,33,45,nr,28,nr,38,32,43,nr,nr,nr,nr,36,30,32,38,34,nr,28,32,nr,26,26,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
09/09/2022,68,110,nr,75,nr,100,83,110,nr,nr,79,nr,78,74,82,87,80,nr,69,106,nr,66,66,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
10/09/2022,58,110,nr,82,nr,97,91,113,nr,nr,95,nr,105,75,89,81,86,nr,100,89,nr,76,65,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
11/09/2022,55,100,nr,64,nr,86,75,99,nr,nr,77,nr,78,59,nr,72,65,nr,68,83,nr,53,52,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
12/09/2022,49,75,nr,55,nr,60,nr,67,nr,nr,61,nr,56,51,54,65,58,nr,52,63,nr,52,43,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
13/09/2022,52,108,nr,65,nr,89,nr,106,nr,nr,55,nr,74,59,68,70,66,nr,73,84,nr,49,51,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
14/09/2022,42,81,nr,59,nr,68,nr,79,nr,nr,59,nr,61,53,58,60,54,nr,57,67,nr,46,45,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
15/09/2022,32,49,nr,32,nr,42,nr,48,nr,nr,40,nr,38,34,35,39,37,nr,38,42,nr,29,30,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
16/09/2022,31,47,nr,34,nr,41,nr,49,nr,nr,42,nr,34,32,33,36,34,nr,29,41,nr,27,27,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/09/2022,37,75,nr,42,nr,72,nr,76,nr,nr,53,nr,58,38,45,57,55,nr,45,16,nr,39,31,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/09/2022,49,61,nr,53,nr,65,nr,66,nr,nr,41,nr,53,52,54,68,69,nr,nr,69,nr,51,48,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
19/09/2022,36,67,nr,42,nr,62,nr,70,nr,nr,41,nr,48,40,41,44,46,nr,16,47,nr,36,32,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/09/2022,32,82,nr,42,nr,60,nr,74,nr,nr,70,nr,55,40,41,57,43,nr,53,61,nr,34,31,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/09/2022,43,100,nr,61,nr,81,nr,91,nr,nr,70,nr,79,55,64,77,68,nr,76,27,nr,48,47,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/09/2022,51,73,nr,57,nr,61,nr,67,nr,nr,53,nr,60,54,58,59,54,nr,61,62,nr,45,44,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/09/2022,44,85,nr,52,nr,34,nr,82,nr,nr,65,nr,61,50,54,56,50,nr,60,66,nr,40,39,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/09/2022,59,96,nr,69,nr,84,nr,101,nr,nr,70,nr,70,76,69,75,72,nr,53,92,nr,57,58,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/09/2022,50,91,nr,59,nr,84,nr,94,nr,nr,72,nr,63,60,60,82,72,nr,55,95,nr,54,47,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/09/2022,33,39,nr,37,nr,45,nr,49,nr,nr,35,nr,40,28,41,43,41,nr,28,43,nr,30,31,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/09/2022,39,42,nr,38,nr,36,nr,40,nr,nr,42,nr,37,31,38,45,37,nr,33,40,nr,34,29,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/09/2022,45,53,nr,42,nr,45,nr,49,nr,nr,5,nr,40,37,45,51,44,nr,36,47,nr,34,37,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/09/2022,52,95,nr,62,nr,79,68,93,nr,nr,nr,nr,69,55,66,67,62,nr,67,84,nr,54,50,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/09/2022,nr,84,nr,87,nr,83,78,90,nr,nr,73,nr,73,80,82,80,82,nr,69,93,nr,55,64,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
01/10/2022,66,141,nr,80,nr,120,112,126,nr,nr,101,nr,88,73,92,86,89,nr,90,104,nr,63,88,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
02/10/2022,82,122,nr,111,nr,100,113,117,nr,nr,112,nr,86,105,99,116,107,nr,81,102,nr,81,93,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
03/10/2022,79,137,nr,82,nr,127,127,130,nr,nr,107,nr,88,75,94,105,103,nr,93,123,nr,76,46,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
04/10/2022,90,103,nr,95,nr,93,111,109,nr,nr,65,nr,86,83,87,82,84,nr,55,108,nr,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
05/10/2022,77,125,nr,78,nr,107,90,17,nr,nr,80,nr,77,76,72,97,87,nr,63,113,nr,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
06/10/2022,47,95,nr,52,nr,64,55,80,nr,nr,61,nr,57,52,53,56,51,nr,47,67,nr,45,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
07/10/2022,53,113,nr,59,nr,92,80,108,nr,nr,68,nr,68,57,69,70,66,nr,60,10,nr,52,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
08/10/2022,35,41,nr,32,nr,36,33,39,nr,nr,41,nr,33,33,34,39,35,nr,30,30,nr,31,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
09/10/2022,39,38,nr,33,nr,33,35,37,nr,nr,39,nr,31,32,34,41,35,nr,28,33,nr,30,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
10/10/2022,45,49,nr,41,nr,39,40,42,nr,nr,47,nr,35,34,41,45,43,nr,33,40,nr,33,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
11/10/2022,41,49,nr,43,nr,43,41,48,nr,nr,45,nr,37,45,45,50,44,nr,33,42,nr,39,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
12/10/2022,45,61,nr,50,nr,56,43,60,nr,nr,54,nr,49,45,49,52,47,nr,54,69,nr,39,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
13/10/2022,62,110,nr,55,nr,79,68,96,nr,nr,67,nr,65,52,55,70,67,nr,22,83,nr,50,49,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
14/10/2022,63,135,nr,71,nr,105,94,122,nr,nr,91,nr,83,69,77,92,80,nr,nr,103,nr,67,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
15/10/2022,72,126,nr,75,nr,129,119,138,nr,nr,83,nr,88,73,84,88,96,nr,nr,123,nr,64,89,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
16/10/2022,73,107,nr,101,nr,96,106,105,nr,nr,92,nr,77,99,81,100,96,nr,nr,97,nr,77,87,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/10/2022,66,113,nr,34,nr,84,69,111,nr,nr,69,nr,70,21,84,73,74,nr,nr,91,nr,73,77,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/10/2022,32,51,nr,30,nr,41,35,49,nr,nr,37,nr,31,30,24,42,38,nr,nr,39,nr,28,29,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
19/10/2022,35,31,nr,27,nr,25,24,25,nr,nr,32,nr,23,26,25,35,31,nr,nr,25,nr,28,33,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/10/2022,72,95,nr,78,nr,78,52,88,nr,nr,60,nr,70,72,74,73,70,nr,nr,77,nr,62,75,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/10/2022,69,57,nr,47,nr,54,62,57,nr,nr,90,nr,47,63,48,79,73,nr,nr,55,nr,62,68,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/10/2022,75,102,nr,88,nr,113,112,131,nr,nr,78,nr,90,97,105,95,101,nr,nr,107,nr,90,109,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/10/2022,94,114,nr,107,nr,125,122,133,nr,nr,92,nr,81,112,98,119,129,nr,nr,157,nr,114,138,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/10/2022,73,120,nr,74,nr,104,90,112,nr,nr,92,nr,72,80,89,130,99,nr,nr,121,nr,82,79,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/10/2022,54,107,nr,76,nr,84,76,99,nr,nr,78,nr,83,72,90,77,71,nr,nr,90,nr,57,55,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/10/2022,74,130,nr,76,nr,115,88,124,nr,nr,78,nr,79,68,85,87,67,nr,nr,110,nr,59,64,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/10/2022,86,66,nr,84,nr,114,108,118,nr,nr,93,nr,74,76,96,129,113,nr,nr,126,nr,75,98,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/10/2022,112,120,nr,111,nr,121,138,123,nr,nr,52,nr,102,118,127,125,129,nr,nr,124,nr,129,125,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/10/2022,81,115,nr,97,nr,109,110,120,nr,nr,nr,nr,78,90,92,114,87,nr,nr,22,nr,87,86,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/10/2022,78,113,nr,70,nr,95,80,108,nr,nr,81,nr,67,66,75,81,73,nr,nr,nr,nr,63,59,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
31/10/2022,86,77,nr,93,nr,80,98,85,nr,nr,41,nr,72,105,97,87,86,nr,nr,nr,nr,nr,80,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
01/11/2022,68,105,nr,79,nr,89,82,101,nr,nr,91,nr,76,74,81,88,77,nr,nr,nr,nr,nr,64,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
02/11/2022,50,98,nr,62,nr,89,75,98,nr,nr,81,nr,72,60,72,67,62,nr,nr,nr,nr,nr,57,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
03/11/2022,63,93,nr,60,nr,71,82,89,nr,nr,48,nr,56,62,62,81,80,nr,nr,nr,nr,nr,87,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
04/11/2022,70,81,nr,65,nr,72,66,80,nr,nr,73,nr,48,65,63,45,70,nr,nr,nr,nr,66,56,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
05/11/2022,74,116,nr,65,nr,94,84,107,nr,nr,nr,nr,61,70,75,125,106,nr,nr,nr,nr,85,80,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
06/11/2022,81,120,nr,80,nr,107,95,120,nr,nr,nr,nr,69,86,76,94,93,nr,nr,nr,nr,80,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
07/11/2022,48,72,nr,65,nr,64,54,70,nr,nr,nr,nr,52,64,64,58,57,nr,nr,nr,nr,51,49,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
08/11/2022,41,68,nr,47,nr,56,49,66,nr,nr,nr,nr,47,45,50,50,45,nr,nr,nr,nr,41,40,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
09/11/2022,49,88,nr,58,nr,81,60,90,nr,nr,nr,nr,52,56,56,61,67,nr,71,nr,nr,52,52,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
10/11/2022,59,79,94,56,nr,69,58,76,nr,nr,nr,nr,53,50,58,72,61,nr,71,nr,nr,60,51,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
11/11/2022,112,116,87,113,nr,122,115,140,nr,nr,nr,nr,104,102,130,99,120,nr,76,nr,nr,124,135,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
12/11/2022,76,163,137,112,nr,127,146,157,nr,nr,nr,nr,112,100,146,103,106,nr,119,nr,nr,87,101,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
13/11/2022,92,118,82,128,nr,115,124,124,nr,nr,nr,nr,94,115,133,104,106,nr,55,nr,nr,114,105,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
14/11/2022,88,93,66,108,nr,85,96,89,nr,nr,nr,nr,55,110,84,85,86,nr,45,nr,nr,101,88,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
15/11/2022,92,111,64,118,nr,88,94,86,nr,nr,nr,nr,84,126,109,118,96,nr,66,nr,nr,104,99,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
16/11/2022,67,108,107,18,nr,85,91,106,nr,nr,nr,nr,74,84,91,82,74,nr,92,nr,nr,70,55,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/11/2022,22,52,110,78,nr,98,nr,44,nr,nr,nr,nr,66,79,79,58,81,nr,90,nr,nr,82,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/11/2022,60,79,78,67,nr,75,nr,88,nr,nr,70,nr,49,67,58,66,64,nr,62,nr,nr,52,51,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
